"filename", "language", "GDResource", "GDScene", "Markdown", "gdshader", "GDScript", "Properties", "JSON", "XML", "comment", "blank", "total"
"e:\Projects\ArkPvZ\animation\character\plant\036_coffee_bean\Coffeebean_crumble.tres", "GDResource", 283, 0, 0, 0, 0, 0, 0, 0, 0, 3, 286
"e:\Projects\ArkPvZ\animation\character\plant\036_coffee_bean\Coffeebean_idle.tres", "GDResource", 260, 0, 0, 0, 0, 0, 0, 0, 0, 3, 263
"e:\Projects\ArkPvZ\animation\character\plant\037_garlic\Garlic_idle.tres", "GDResource", 506, 0, 0, 0, 0, 0, 0, 0, 0, 3, 509
"e:\Projects\ArkPvZ\animation\character\plant\038_umbrella_leaf\Umbrellaleaf_block.tres", "GDResource", 783, 0, 0, 0, 0, 0, 0, 0, 0, 3, 786
"e:\Projects\ArkPvZ\animation\character\plant\038_umbrella_leaf\Umbrellaleaf_idle.tres", "GDResource", 771, 0, 0, 0, 0, 0, 0, 0, 0, 3, 774
"e:\Projects\ArkPvZ\animation\character\plant\039_mari_gold\MariGold_idle.tres", "GDResource", 1196, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1199
"e:\Projects\ArkPvZ\animation\character\plant\040_melon_pult\MelonPult_idle.tres", "GDResource", 1108, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1111
"e:\Projects\ArkPvZ\animation\character\plant\040_melon_pult\MelonPult_shooting.tres", "GDResource", 1122, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1125
"e:\Projects\ArkPvZ\animation\character\plant\041_gatling_pea\GatlingPea_blink.tres", "GDResource", 1855, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1865
"e:\Projects\ArkPvZ\animation\character\plant\041_gatling_pea\GatlingPea_face.tres", "GDResource", 1869, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1879
"e:\Projects\ArkPvZ\animation\character\plant\041_gatling_pea\GatlingPea_head_idle.tres", "GDResource", 852, 0, 0, 0, 0, 0, 0, 0, 0, 3, 855
"e:\Projects\ArkPvZ\animation\character\plant\041_gatling_pea\GatlingPea_idle.tres", "GDResource", 698, 0, 0, 0, 0, 0, 0, 0, 0, 3, 701
"e:\Projects\ArkPvZ\animation\character\plant\041_gatling_pea\GatlingPea_shooting.tres", "GDResource", 960, 0, 0, 0, 0, 0, 0, 0, 0, 3, 963
"e:\Projects\ArkPvZ\animation\character\plant\042_twin_sun_flower\TwinSunFlower_blink.tres", "GDResource", 1687, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1697
"e:\Projects\ArkPvZ\animation\character\plant\042_twin_sun_flower\TwinSunFlower_blink2.tres", "GDResource", 1687, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1697
"e:\Projects\ArkPvZ\animation\character\plant\042_twin_sun_flower\TwinSunFlower_face.tres", "GDResource", 1697, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1707
"e:\Projects\ArkPvZ\animation\character\plant\042_twin_sun_flower\TwinSunFlower_face2.tres", "GDResource", 1697, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1707
"e:\Projects\ArkPvZ\animation\character\plant\042_twin_sun_flower\TwinSunFlower_idle.tres", "GDResource", 1698, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1701
"e:\Projects\ArkPvZ\animation\character\plant\043_gloom_shroom\GloomShroom_blink.tres", "GDResource", 1771, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1781
"e:\Projects\ArkPvZ\animation\character\plant\043_gloom_shroom\GloomShroom_face.tres", "GDResource", 1783, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1793
"e:\Projects\ArkPvZ\animation\character\plant\043_gloom_shroom\GloomShroom_idle.tres", "GDResource", 1781, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1784
"e:\Projects\ArkPvZ\animation\character\plant\043_gloom_shroom\GloomShroom_shooting.tres", "GDResource", 1805, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1808
"e:\Projects\ArkPvZ\animation\character\plant\043_gloom_shroom\GloomShroom_sleep.tres", "GDResource", 1781, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1784
"e:\Projects\ArkPvZ\animation\character\plant\044_cattail\Cattail_blink.tres", "GDResource", 1267, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1277
"e:\Projects\ArkPvZ\animation\character\plant\044_cattail\Cattail_face.tres", "GDResource", 1278, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1288
"e:\Projects\ArkPvZ\animation\character\plant\044_cattail\Cattail_idle.tres", "GDResource", 1278, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1281
"e:\Projects\ArkPvZ\animation\character\plant\044_cattail\Cattail_shooting.tres", "GDResource", 1292, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1295
"e:\Projects\ArkPvZ\animation\character\plant\045_winter_melon\WinterMelon_blink.tres", "GDResource", 1351, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1361
"e:\Projects\ArkPvZ\animation\character\plant\045_winter_melon\WinterMelon_face.tres", "GDResource", 1360, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1370
"e:\Projects\ArkPvZ\animation\character\plant\045_winter_melon\WinterMelon_idle.tres", "GDResource", 1360, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1363
"e:\Projects\ArkPvZ\animation\character\plant\045_winter_melon\WinterMelon_shooting.tres", "GDResource", 1374, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1377
"e:\Projects\ArkPvZ\animation\character\plant\046_gold_magnet\GoldMagnet_attract.tres", "GDResource", 1293, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1296
"e:\Projects\ArkPvZ\animation\character\plant\046_gold_magnet\GoldMagnet_blink.tres", "GDResource", 1267, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1277
"e:\Projects\ArkPvZ\animation\character\plant\046_gold_magnet\GoldMagnet_face.tres", "GDResource", 1281, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1291
"e:\Projects\ArkPvZ\animation\character\plant\046_gold_magnet\GoldMagnet_idle.tres", "GDResource", 1278, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1281
"e:\Projects\ArkPvZ\animation\character\plant\047_spike_rock\SpikeRock_attack.tres", "GDResource", 1626, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1629
"e:\Projects\ArkPvZ\animation\character\plant\047_spike_rock\SpikeRock_blink.tres", "GDResource", 1602, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1612
"e:\Projects\ArkPvZ\animation\character\plant\047_spike_rock\SpikeRock_eye_leftbrow.tres", "GDResource", 1602, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1612
"e:\Projects\ArkPvZ\animation\character\plant\047_spike_rock\SpikeRock_eye_rightbrow.tres", "GDResource", 1602, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1612
"e:\Projects\ArkPvZ\animation\character\plant\047_spike_rock\SpikeRock_face.tres", "GDResource", 1608, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1618
"e:\Projects\ArkPvZ\animation\character\plant\047_spike_rock\SpikeRock_idle.tres", "GDResource", 1609, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1612
"e:\Projects\ArkPvZ\animation\character\plant\048_cob_cannon\CobCannon_blink.tres", "GDResource", 1687, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1697
"e:\Projects\ArkPvZ\animation\character\plant\048_cob_cannon\CobCannon_charge.tres", "GDResource", 1708, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1711
"e:\Projects\ArkPvZ\animation\character\plant\048_cob_cannon\CobCannon_face.tres", "GDResource", 1695, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1705
"e:\Projects\ArkPvZ\animation\character\plant\048_cob_cannon\CobCannon_idle.tres", "GDResource", 1695, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1698
"e:\Projects\ArkPvZ\animation\character\plant\048_cob_cannon\CobCannon_shooting.tres", "GDResource", 1709, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1712
"e:\Projects\ArkPvZ\animation\character\plant\048_cob_cannon\CobCannon_unarmed_idle.tres", "GDResource", 1694, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1697
"e:\Projects\ArkPvZ\animation\character\plant\999_imitater\Imitater_blink.tres", "GDResource", 1014, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1017
"e:\Projects\ArkPvZ\animation\character\plant\999_imitater\Imitater_explode.tres", "GDResource", 1036, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1039
"e:\Projects\ArkPvZ\animation\character\plant\999_imitater\Imitater_face.tres", "GDResource", 1019, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1022
"e:\Projects\ArkPvZ\animation\character\plant\999_imitater\Imitater_idle.tres", "GDResource", 1020, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1023
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_bucket.tres", "GDResource", 2640, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2643
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_cone.tres", "GDResource", 2640, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2643
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_dance.tres", "GDResource", 1520, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1523
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_death.tres", "GDResource", 1175, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1178
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_death2.tres", "GDResource", 1175, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1178
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_eat.tres", "GDResource", 1669, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1672
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_hair.tres", "GDResource", 2640, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2643
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_head1.tres", "GDResource", 2640, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2643
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_head2.tres", "GDResource", 2640, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2643
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_idle.tres", "GDResource", 1820, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1823
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_idle2.tres", "GDResource", 1820, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1823
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_innerarm1.tres", "GDResource", 2645, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2648
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_innerarm2.tres", "GDResource", 2641, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2644
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_innerarm3.tres", "GDResource", 2641, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2644
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_screendoor.tres", "GDResource", 2638, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2641
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_superlongdeath.tres", "GDResource", 1030, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1032
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_swim.tres", "GDResource", 1429, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1432
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_tongue.tres", "GDResource", 2640, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2643
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_walk.tres", "GDResource", 1822, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1825
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_walk2.tres", "GDResource", 1774, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1777
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\Zombie_waterdeath.tres", "GDResource", 759, 0, 0, 0, 0, 0, 0, 0, 0, 3, 762
"e:\Projects\ArkPvZ\animation\character\zombie\001_zombie_norm\animation_node_state_machine_playback_zombie_norm.tres", "GDResource", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"e:\Projects\ArkPvZ\animation\character\zombie\004_zombie_pole_vaulter\Zombie_polevaulter_death.tres", "GDResource", 1586, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1589
"e:\Projects\ArkPvZ\animation\character\zombie\004_zombie_pole_vaulter\Zombie_polevaulter_eat.tres", "GDResource", 1602, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1605
"e:\Projects\ArkPvZ\animation\character\zombie\004_zombie_pole_vaulter\Zombie_polevaulter_hair.tres", "GDResource", 1596, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1599
"e:\Projects\ArkPvZ\animation\character\zombie\004_zombie_pole_vaulter\Zombie_polevaulter_head1.tres", "GDResource", 1596, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1599
"e:\Projects\ArkPvZ\animation\character\zombie\004_zombie_pole_vaulter\Zombie_polevaulter_head2.tres", "GDResource", 1596, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1599
"e:\Projects\ArkPvZ\animation\character\zombie\004_zombie_pole_vaulter\Zombie_polevaulter_idle.tres", "GDResource", 1561, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1564
"e:\Projects\ArkPvZ\animation\character\zombie\004_zombie_pole_vaulter\Zombie_polevaulter_jump.tres", "GDResource", 1606, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1609
"e:\Projects\ArkPvZ\animation\character\zombie\004_zombie_pole_vaulter\Zombie_polevaulter_run.tres", "GDResource", 1612, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1615
"e:\Projects\ArkPvZ\animation\character\zombie\004_zombie_pole_vaulter\Zombie_polevaulter_walk.tres", "GDResource", 1671, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1674
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_death.tres", "GDResource", 1825, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1828
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_eat.tres", "GDResource", 1826, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1829
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_eat_nopaper.tres", "GDResource", 1803, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1806
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_gasp.tres", "GDResource", 1789, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1792
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_hair.tres", "GDResource", 2632, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2635
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_hairpiece.tres", "GDResource", 2632, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2635
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_head1.tres", "GDResource", 2632, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2635
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_head_glasses.tres", "GDResource", 2632, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2635
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_head_jaw.tres", "GDResource", 2632, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2635
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_head_look.tres", "GDResource", 2631, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2634
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_head_pupils.tres", "GDResource", 2631, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2634
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_idle.tres", "GDResource", 1871, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1874
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_walk.tres", "GDResource", 1897, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1900
"e:\Projects\ArkPvZ\animation\character\zombie\006_zombie_paper\Zombie_paper_walk_nopaper.tres", "GDResource", 1873, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1876
"e:\Projects\ArkPvZ\animation\character\zombie\008_zombie_football\Zombie_football_death.tres", "GDResource", 1226, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1229
"e:\Projects\ArkPvZ\animation\character\zombie\008_zombie_football\Zombie_football_eat.tres", "GDResource", 1230, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1233
"e:\Projects\ArkPvZ\animation\character\zombie\008_zombie_football\Zombie_football_hair.tres", "GDResource", 1288, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1291
"e:\Projects\ArkPvZ\animation\character\zombie\008_zombie_football\Zombie_football_head1.tres", "GDResource", 1288, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1291
"e:\Projects\ArkPvZ\animation\character\zombie\008_zombie_football\Zombie_football_head2.tres", "GDResource", 1288, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1291
"e:\Projects\ArkPvZ\animation\character\zombie\008_zombie_football\Zombie_football_idle.tres", "GDResource", 1213, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1216
"e:\Projects\ArkPvZ\animation\character\zombie\008_zombie_football\Zombie_football_walk.tres", "GDResource", 1287, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1290
"e:\Projects\ArkPvZ\animation\character\zombie\009_zombie_jackson\Zombie_Jackson_armraise.tres", "GDResource", 1218, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1221
"e:\Projects\ArkPvZ\animation\character\zombie\009_zombie_jackson\Zombie_Jackson_death.tres", "GDResource", 1232, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1235
"e:\Projects\ArkPvZ\animation\character\zombie\009_zombie_jackson\Zombie_Jackson_eat.tres", "GDResource", 1250, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1253
"e:\Projects\ArkPvZ\animation\character\zombie\009_zombie_jackson\Zombie_Jackson_hair.tres", "GDResource", 1265, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1267
"e:\Projects\ArkPvZ\animation\character\zombie\009_zombie_jackson\Zombie_Jackson_head1.tres", "GDResource", 1265, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1267
"e:\Projects\ArkPvZ\animation\character\zombie\009_zombie_jackson\Zombie_Jackson_head2.tres", "GDResource", 1265, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1267
"e:\Projects\ArkPvZ\animation\character\zombie\009_zombie_jackson\Zombie_Jackson_moonwalk.tres", "GDResource", 1293, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1296
"e:\Projects\ArkPvZ\animation\character\zombie\009_zombie_jackson\Zombie_Jackson_point.tres", "GDResource", 1233, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1236
"e:\Projects\ArkPvZ\animation\character\zombie\009_zombie_jackson\Zombie_Jackson_walk.tres", "GDResource", 1278, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1281
"e:\Projects\ArkPvZ\animation\character\zombie\010_zombie_dancer\Zombie_dancer_armraise.tres", "GDResource", 1598, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1601
"e:\Projects\ArkPvZ\animation\character\zombie\010_zombie_dancer\Zombie_dancer_death.tres", "GDResource", 1612, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1615
"e:\Projects\ArkPvZ\animation\character\zombie\010_zombie_dancer\Zombie_dancer_earing.tres", "GDResource", 1898, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1901
"e:\Projects\ArkPvZ\animation\character\zombie\010_zombie_dancer\Zombie_dancer_eat.tres", "GDResource", 1630, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1633
"e:\Projects\ArkPvZ\animation\character\zombie\010_zombie_dancer\Zombie_dancer_hair.tres", "GDResource", 1898, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1901
"e:\Projects\ArkPvZ\animation\character\zombie\010_zombie_dancer\Zombie_dancer_head1.tres", "GDResource", 1898, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1901
"e:\Projects\ArkPvZ\animation\character\zombie\010_zombie_dancer\Zombie_dancer_head2.tres", "GDResource", 1898, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1901
"e:\Projects\ArkPvZ\animation\character\zombie\010_zombie_dancer\Zombie_dancer_walk.tres", "GDResource", 1610, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1613
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_aquarium_bite.tres", "GDResource", 1633, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1636
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_aquarium_death.tres", "GDResource", 1633, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1636
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_aquarium_swim.tres", "GDResource", 1630, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1633
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_death.tres", "GDResource", 1720, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1723
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_eat.tres", "GDResource", 1711, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1714
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_head1.tres", "GDResource", 2630, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2633
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_head_jaw.tres", "GDResource", 2633, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2636
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_head_lips.tres", "GDResource", 2633, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2636
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_head_snorkle.tres", "GDResource", 2631, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2634
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_idle.tres", "GDResource", 1629, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1632
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_jumpinpool.tres", "GDResource", 1728, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1731
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_swim.tres", "GDResource", 1702, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1705
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_uptoeat.tres", "GDResource", 1720, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1723
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_uptoeat2.tres", "GDResource", 1720, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1723
"e:\Projects\ArkPvZ\animation\character\zombie\012_zombie_snorkle\Zombie_snorkle_walk.tres", "GDResource", 1727, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1730
"e:\Projects\ArkPvZ\animation\character\zombie\013_zombie_zamboni\Zombie_charred_zamboni_blink.tres", "GDResource", 1017, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1027
"e:\Projects\ArkPvZ\animation\character\zombie\013_zombie_zamboni\Zombie_charred_zamboni_crumble.tres", "GDResource", 1032, 0, 0, 0, 0, 0, 0, 0, 3, 7, 1042
"e:\Projects\ArkPvZ\animation\character\zombie\013_zombie_zamboni\Zombie_zamboni_drive.tres", "GDResource", 2028, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2031
"e:\Projects\ArkPvZ\animation\character\zombie\013_zombie_zamboni\Zombie_zamboni_wheelie1.tres", "GDResource", 2041, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2044
"e:\Projects\ArkPvZ\animation\character\zombie\013_zombie_zamboni\Zombie_zamboni_wheelie2.tres", "GDResource", 2027, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2030
"e:\Projects\ArkPvZ\animation\character\zombie\014_zombie_bobsled\Zombie_bobsled_death.tres", "GDResource", 1416, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1419
"e:\Projects\ArkPvZ\animation\character\zombie\014_zombie_bobsled\Zombie_bobsled_eat.tres", "GDResource", 1370, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1373
"e:\Projects\ArkPvZ\animation\character\zombie\014_zombie_bobsled\Zombie_bobsled_head1.tres", "GDResource", 2206, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2209
"e:\Projects\ArkPvZ\animation\character\zombie\014_zombie_bobsled\Zombie_bobsled_head2.tres", "GDResource", 2206, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2209
"e:\Projects\ArkPvZ\animation\character\zombie\014_zombie_bobsled\Zombie_bobsled_idle.tres", "GDResource", 1403, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1406
"e:\Projects\ArkPvZ\animation\character\zombie\014_zombie_bobsled\Zombie_bobsled_jump.tres", "GDResource", 1416, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1419
"e:\Projects\ArkPvZ\animation\character\zombie\014_zombie_bobsled\Zombie_bobsled_push.tres", "GDResource", 1429, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1432
"e:\Projects\ArkPvZ\animation\character\zombie\014_zombie_bobsled\Zombie_bobsled_walk.tres", "GDResource", 1429, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1432
"e:\Projects\ArkPvZ\animation\character\zombie\015_zombie_dolphinrider\Zombie_dolphinrider_death.tres", "GDResource", 2588, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2591
"e:\Projects\ArkPvZ\animation\character\zombie\015_zombie_dolphinrider\Zombie_dolphinrider_dolphinjump.tres", "GDResource", 2695, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2698
"e:\Projects\ArkPvZ\animation\character\zombie\015_zombie_dolphinrider\Zombie_dolphinrider_eat.tres", "GDResource", 2653, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2656
"e:\Projects\ArkPvZ\animation\character\zombie\015_zombie_dolphinrider\Zombie_dolphinrider_head1.tres", "GDResource", 3392, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3395
"e:\Projects\ArkPvZ\animation\character\zombie\015_zombie_dolphinrider\Zombie_dolphinrider_head2.tres", "GDResource", 3392, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3395
"e:\Projects\ArkPvZ\animation\character\zombie\015_zombie_dolphinrider\Zombie_dolphinrider_idle.tres", "GDResource", 2643, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2646
