"filename", "language", "GDResource", "GDScene", "Markdown", "gdshader", "GDScript", "Properties", "JSON", "XML", "comment", "blank", "total"
"e:\Projects\ArkPvZ\animation\character\plant\005_potato_mine\PotatoMine_blink.tres", "GDResource", 1313, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1316
"e:\Projects\ArkPvZ\animation\character\plant\005_potato_mine\PotatoMine_eye.tres", "GDResource", 1312, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1315
"e:\Projects\ArkPvZ\animation\character\plant\005_potato_mine\PotatoMine_face.tres", "GDResource", 1312, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1315
"e:\Projects\ArkPvZ\animation\character\plant\005_potato_mine\PotatoMine_glow.tres", "GDResource", 1312, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1315
"e:\Projects\ArkPvZ\animation\character\plant\005_potato_mine\PotatoMine_idle.tres", "GDResource", 1309, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1312
"e:\Projects\ArkPvZ\animation\character\plant\005_potato_mine\PotatoMine_light.tres", "GDResource", 1301, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1304
"e:\Projects\ArkPvZ\animation\character\plant\005_potato_mine\PotatoMine_mashed.tres", "GDResource", 1228, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1231
"e:\Projects\ArkPvZ\animation\character\plant\005_potato_mine\PotatoMine_rise.tres", "GDResource", 1325, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1328
"e:\Projects\ArkPvZ\animation\character\plant\006_snow_pea\SnowPea_blink.tres", "GDResource", 966, 0, 0, 0, 0, 0, 0, 0, 0, 3, 969
"e:\Projects\ArkPvZ\animation\character\plant\006_snow_pea\SnowPea_face.tres", "GDResource", 980, 0, 0, 0, 0, 0, 0, 0, 0, 3, 983
"e:\Projects\ArkPvZ\animation\character\plant\006_snow_pea\SnowPea_full_idle.tres", "GDResource", 979, 0, 0, 0, 0, 0, 0, 0, 0, 3, 982
"e:\Projects\ArkPvZ\animation\character\plant\006_snow_pea\SnowPea_head_idle.tres", "GDResource", 407, 0, 0, 0, 0, 0, 0, 0, 0, 3, 410
"e:\Projects\ArkPvZ\animation\character\plant\006_snow_pea\SnowPea_idle.tres", "GDResource", 529, 0, 0, 0, 0, 0, 0, 0, 0, 3, 532
"e:\Projects\ArkPvZ\animation\character\plant\006_snow_pea\SnowPea_shooting.tres", "GDResource", 434, 0, 0, 0, 0, 0, 0, 0, 0, 3, 437
"e:\Projects\ArkPvZ\animation\character\plant\006_snow_pea\SnowPea_stem.tres", "GDResource", 974, 0, 0, 0, 0, 0, 0, 0, 0, 3, 977
"e:\Projects\ArkPvZ\animation\character\plant\007_chomper\Chomper_bite.tres", "GDResource", 1913, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1916
"e:\Projects\ArkPvZ\animation\character\plant\007_chomper\Chomper_chew.tres", "GDResource", 1899, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1902
"e:\Projects\ArkPvZ\animation\character\plant\007_chomper\Chomper_idle.tres", "GDResource", 1897, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1900
"e:\Projects\ArkPvZ\animation\character\plant\007_chomper\Chomper_swallow.tres", "GDResource", 1913, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1916
"e:\Projects\ArkPvZ\animation\character\plant\008_pea_shooter_double\PeaShooter_head_idle.tres", "GDResource", 663, 0, 0, 0, 0, 0, 0, 0, 0, 3, 666
"e:\Projects\ArkPvZ\animation\character\plant\008_pea_shooter_double\PeaShooter_idle.tres", "GDResource", 554, 0, 0, 0, 0, 0, 0, 0, 0, 3, 557
"e:\Projects\ArkPvZ\animation\character\plant\008_pea_shooter_double\PeaShooter_shooting.tres", "GDResource", 714, 0, 0, 0, 0, 0, 0, 0, 0, 3, 717
"e:\Projects\ArkPvZ\animation\character\plant\008_pea_shooter_double\PeaShooter_shooting2.tres", "GDResource", 714, 0, 0, 0, 0, 0, 0, 0, 0, 3, 717
"e:\Projects\ArkPvZ\animation\character\plant\009_puff_shroom\PuffShroom_blink.tres", "GDResource", 654, 0, 0, 0, 0, 0, 0, 0, 0, 3, 657
"e:\Projects\ArkPvZ\animation\character\plant\009_puff_shroom\PuffShroom_face.tres", "GDResource", 659, 0, 0, 0, 0, 0, 0, 0, 0, 3, 662
"e:\Projects\ArkPvZ\animation\character\plant\009_puff_shroom\PuffShroom_idle.tres", "GDResource", 258, 0, 0, 0, 0, 0, 0, 0, 0, 2, 260
"e:\Projects\ArkPvZ\animation\character\plant\009_puff_shroom\PuffShroom_shooting.tres", "GDResource", 332, 0, 0, 0, 0, 0, 0, 0, 0, 3, 335
"e:\Projects\ArkPvZ\animation\character\plant\009_puff_shroom\PuffShroom_sleep.tres", "GDResource", 271, 0, 0, 0, 0, 0, 0, 0, 0, 3, 274
"e:\Projects\ArkPvZ\animation\character\plant\010_sun_shroom\SunShroom_bigidle.tres", "GDResource", 309, 0, 0, 0, 0, 0, 0, 0, 0, 3, 312
"e:\Projects\ArkPvZ\animation\character\plant\010_sun_shroom\SunShroom_bigsleep.tres", "GDResource", 249, 0, 0, 0, 0, 0, 0, 0, 0, 3, 252
"e:\Projects\ArkPvZ\animation\character\plant\010_sun_shroom\SunShroom_blink.tres", "GDResource", 654, 0, 0, 0, 0, 0, 0, 0, 0, 3, 657
"e:\Projects\ArkPvZ\animation\character\plant\010_sun_shroom\SunShroom_face.tres", "GDResource", 657, 0, 0, 0, 0, 0, 0, 0, 0, 3, 660
"e:\Projects\ArkPvZ\animation\character\plant\010_sun_shroom\SunShroom_grow.tres", "GDResource", 308, 0, 0, 0, 0, 0, 0, 0, 0, 3, 311
"e:\Projects\ArkPvZ\animation\character\plant\010_sun_shroom\SunShroom_idle.tres", "GDResource", 296, 0, 0, 0, 0, 0, 0, 0, 0, 3, 299
"e:\Projects\ArkPvZ\animation\character\plant\010_sun_shroom\SunShroom_sleep.tres", "GDResource", 261, 0, 0, 0, 0, 0, 0, 0, 0, 3, 264
"e:\Projects\ArkPvZ\animation\character\plant\010_sun_shroom\SunShroom_sleep1.tres", "GDResource", 657, 0, 0, 0, 0, 0, 0, 0, 0, 3, 660
"e:\Projects\ArkPvZ\animation\character\plant\011_fume_shroom\FumeShroom.tscn", "GDScene", 0, 838, 0, 0, 0, 0, 0, 0, 4, 26, 868
"e:\Projects\ArkPvZ\animation\character\plant\011_fume_shroom\FumeShroom_blink.tres", "GDResource", 654, 0, 0, 0, 0, 0, 0, 0, 0, 3, 657
"e:\Projects\ArkPvZ\animation\character\plant\011_fume_shroom\FumeShroom_face.tres", "GDResource", 659, 0, 0, 0, 0, 0, 0, 0, 0, 3, 662
"e:\Projects\ArkPvZ\animation\character\plant\011_fume_shroom\FumeShroom_idle.tres", "GDResource", 382, 0, 0, 0, 0, 0, 0, 0, 0, 3, 385
"e:\Projects\ArkPvZ\animation\character\plant\011_fume_shroom\FumeShroom_shooting.tres", "GDResource", 425, 0, 0, 0, 0, 0, 0, 0, 0, 3, 428
"e:\Projects\ArkPvZ\animation\character\plant\011_fume_shroom\FumeShroom_sleep.tres", "GDResource", 371, 0, 0, 0, 0, 0, 0, 0, 0, 3, 374
"e:\Projects\ArkPvZ\animation\character\plant\012_Grave_buster\Gravebuster_idle.tres", "GDResource", 1037, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1040
"e:\Projects\ArkPvZ\animation\character\plant\012_Grave_buster\Gravebuster_land.tres", "GDResource", 1024, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1027
"e:\Projects\ArkPvZ\animation\character\plant\013_hypno_shroom\HypnoShroom_idle.tres", "GDResource", 298, 0, 0, 0, 0, 0, 0, 0, 0, 3, 301
"e:\Projects\ArkPvZ\animation\character\plant\013_hypno_shroom\HypnoShroom_sleep.tres", "GDResource", 297, 0, 0, 0, 0, 0, 0, 0, 0, 3, 300
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_blink.tres", "GDResource", 1267, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1270
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_eye1.tres", "GDResource", 1267, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1270
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_eye2.tres", "GDResource", 1267, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1270
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_face.tres", "GDResource", 1277, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1280
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_grow.tres", "GDResource", 1193, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1196
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_idle.tres", "GDResource", 1191, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1194
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_scared.tres", "GDResource", 1190, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1193
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_scaredidle.tres", "GDResource", 1194, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1197
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_shooting.tres", "GDResource", 1204, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1207
"e:\Projects\ArkPvZ\animation\character\plant\014_scaredy_shroom\ScaredyShroom_sleep.tres", "GDResource", 1194, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1197
"e:\Projects\ArkPvZ\animation\character\plant\015_ice_shroom\IceShroom_blink.tres", "GDResource", 366, 0, 0, 0, 0, 0, 0, 0, 0, 3, 369
"e:\Projects\ArkPvZ\animation\character\plant\015_ice_shroom\IceShroom_face.tres", "GDResource", 370, 0, 0, 0, 0, 0, 0, 0, 0, 3, 373
"e:\Projects\ArkPvZ\animation\character\plant\015_ice_shroom\IceShroom_idle.tres", "GDResource", 337, 0, 0, 0, 0, 0, 0, 0, 0, 3, 340
"e:\Projects\ArkPvZ\animation\character\plant\015_ice_shroom\IceShroom_idle_only.tres", "GDResource", 309, 0, 0, 0, 0, 0, 0, 0, 0, 3, 312
"e:\Projects\ArkPvZ\animation\character\plant\015_ice_shroom\IceShroom_sleep.tres", "GDResource", 298, 0, 0, 0, 0, 0, 0, 0, 0, 3, 301
"e:\Projects\ArkPvZ\animation\character\plant\015_ice_shroom\IceShroom_sleep1.tres", "GDResource", 370, 0, 0, 0, 0, 0, 0, 0, 0, 3, 373
"e:\Projects\ArkPvZ\animation\character\plant\016_doom_shroom\DoomShroom_explode.tres", "GDResource", 457, 0, 0, 0, 0, 0, 0, 0, 0, 3, 460
"e:\Projects\ArkPvZ\animation\character\plant\016_doom_shroom\DoomShroom_idle.tres", "GDResource", 428, 0, 0, 0, 0, 0, 0, 0, 0, 3, 431
"e:\Projects\ArkPvZ\animation\character\plant\016_doom_shroom\DoomShroom_sleep.tres", "GDResource", 431, 0, 0, 0, 0, 0, 0, 0, 0, 3, 434
"e:\Projects\ArkPvZ\animation\character\plant\017_lily_pad\LilyPad_blink.tres", "GDResource", 176, 0, 0, 0, 0, 0, 0, 0, 3, 7, 186
"e:\Projects\ArkPvZ\animation\character\plant\017_lily_pad\LilyPad_idle.tres", "GDResource", 139, 0, 0, 0, 0, 0, 0, 0, 0, 3, 142
"e:\Projects\ArkPvZ\animation\character\plant\018_squash\Squash_blink.tres", "GDResource", 342, 0, 0, 0, 0, 0, 0, 0, 0, 3, 345
"e:\Projects\ArkPvZ\animation\character\plant\018_squash\Squash_eye.tres", "GDResource", 342, 0, 0, 0, 0, 0, 0, 0, 0, 3, 345
"e:\Projects\ArkPvZ\animation\character\plant\018_squash\Squash_face.tres", "GDResource", 345, 0, 0, 0, 0, 0, 0, 0, 0, 3, 348
"e:\Projects\ArkPvZ\animation\character\plant\018_squash\Squash_idle.tres", "GDResource", 358, 0, 0, 0, 0, 0, 0, 0, 0, 3, 361
"e:\Projects\ArkPvZ\animation\character\plant\018_squash\Squash_jumpdown.tres", "GDResource", 375, 0, 0, 0, 0, 0, 0, 0, 0, 3, 378
"e:\Projects\ArkPvZ\animation\character\plant\018_squash\Squash_jumpup.tres", "GDResource", 370, 0, 0, 0, 0, 0, 0, 0, 0, 3, 373
"e:\Projects\ArkPvZ\animation\character\plant\018_squash\Squash_lookleft.tres", "GDResource", 357, 0, 0, 0, 0, 0, 0, 0, 0, 3, 360
"e:\Projects\ArkPvZ\animation\character\plant\018_squash\Squash_lookright.tres", "GDResource", 357, 0, 0, 0, 0, 0, 0, 0, 0, 3, 360
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_blink1.tres", "GDResource", 3030, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3033
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_blink2.tres", "GDResource", 3035, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3038
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_blink3.tres", "GDResource", 3033, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3036
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_face1.tres", "GDResource", 3034, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3037
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_face2.tres", "GDResource", 3036, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3039
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_face3.tres", "GDResource", 3036, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3039
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_head1.tres", "GDResource", 3044, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3047
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_head2.tres", "GDResource", 3044, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3047
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_head3.tres", "GDResource", 3044, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3047
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_head_idle1.tres", "GDResource", 382, 0, 0, 0, 0, 0, 0, 0, 0, 3, 385
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_head_idle2.tres", "GDResource", 467, 0, 0, 0, 0, 0, 0, 0, 0, 3, 470
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_head_idle3.tres", "GDResource", 552, 0, 0, 0, 0, 0, 0, 0, 0, 3, 555
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_idle.tres", "GDResource", 1023, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1026
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_shooting1.tres", "GDResource", 359, 0, 0, 0, 0, 0, 0, 0, 0, 3, 362
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_shooting2.tres", "GDResource", 430, 0, 0, 0, 0, 0, 0, 0, 0, 3, 433
"e:\Projects\ArkPvZ\animation\character\plant\019_ThreePeater\ThreePeater_shooting3.tres", "GDResource", 515, 0, 0, 0, 0, 0, 0, 0, 0, 3, 518
"e:\Projects\ArkPvZ\animation\character\plant\020_tanglekelp\Tanglekelp_blink.tres", "GDResource", 1267, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1270
"e:\Projects\ArkPvZ\animation\character\plant\020_tanglekelp\Tanglekelp_blink1.tres", "GDResource", 1266, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1269
"e:\Projects\ArkPvZ\animation\character\plant\020_tanglekelp\Tanglekelp_face.tres", "GDResource", 1278, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1281
"e:\Projects\ArkPvZ\animation\character\plant\020_tanglekelp\Tanglekelp_grab.tres", "GDResource", 180, 0, 0, 0, 0, 0, 0, 0, 0, 3, 183
"e:\Projects\ArkPvZ\animation\character\plant\020_tanglekelp\Tanglekelp_idle.tres", "GDResource", 1206, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1209
"e:\Projects\ArkPvZ\animation\character\plant\020_tanglekelp\Tanglekelp_idle_aquarium.tres", "GDResource", 1192, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1195
"e:\Projects\ArkPvZ\animation\character\plant\020_tanglekelp\Tanglekelp_waterline.tres", "GDResource", 1278, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1281
"e:\Projects\ArkPvZ\animation\character\plant\021_jalapeno\Jalapeno_blink.tres", "GDResource", 930, 0, 0, 0, 0, 0, 0, 0, 0, 3, 933
"e:\Projects\ArkPvZ\animation\character\plant\021_jalapeno\Jalapeno_explode.tres", "GDResource", 964, 0, 0, 0, 0, 0, 0, 0, 0, 3, 967
"e:\Projects\ArkPvZ\animation\character\plant\021_jalapeno\Jalapeno_idle.tres", "GDResource", 938, 0, 0, 0, 0, 0, 0, 0, 0, 3, 941
"e:\Projects\ArkPvZ\animation\character\plant\022_caltrop\Caltrop_attack.tres", "GDResource", 637, 0, 0, 0, 0, 0, 0, 0, 0, 3, 640
"e:\Projects\ArkPvZ\animation\character\plant\022_caltrop\Caltrop_blink.tres", "GDResource", 678, 0, 0, 0, 0, 0, 0, 0, 0, 3, 681
"e:\Projects\ArkPvZ\animation\character\plant\022_caltrop\Caltrop_face.tres", "GDResource", 683, 0, 0, 0, 0, 0, 0, 0, 0, 3, 686
"e:\Projects\ArkPvZ\animation\character\plant\022_caltrop\Caltrop_idle.tres", "GDResource", 623, 0, 0, 0, 0, 0, 0, 0, 0, 3, 626
"e:\Projects\ArkPvZ\animation\character\plant\023_torch_wood\Torchwood_blink.tres", "GDResource", 763, 0, 0, 0, 0, 0, 0, 0, 0, 3, 766
"e:\Projects\ArkPvZ\animation\character\plant\023_torch_wood\Torchwood_face.tres", "GDResource", 768, 0, 0, 0, 0, 0, 0, 0, 0, 3, 771
"e:\Projects\ArkPvZ\animation\character\plant\023_torch_wood\Torchwood_idle.tres", "GDResource", 708, 0, 0, 0, 0, 0, 0, 0, 0, 3, 711
"e:\Projects\ArkPvZ\animation\character\plant\024_tall_nut\Tallnut_blink_thrice.tres", "GDResource", 259, 0, 0, 0, 0, 0, 0, 0, 0, 3, 262
"e:\Projects\ArkPvZ\animation\character\plant\024_tall_nut\Tallnut_blink_twice.tres", "GDResource", 259, 0, 0, 0, 0, 0, 0, 0, 0, 3, 262
"e:\Projects\ArkPvZ\animation\character\plant\024_tall_nut\Tallnut_idle.tres", "GDResource", 78, 0, 0, 0, 0, 0, 0, 0, 0, 2, 80
"e:\Projects\ArkPvZ\animation\character\plant\025_sea_shroom\SeaShroom_blink.tres", "GDResource", 1099, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1102
"e:\Projects\ArkPvZ\animation\character\plant\025_sea_shroom\SeaShroom_face.tres", "GDResource", 1106, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1109
"e:\Projects\ArkPvZ\animation\character\plant\025_sea_shroom\SeaShroom_idle.tres", "GDResource", 540, 0, 0, 0, 0, 0, 0, 0, 0, 3, 543
"e:\Projects\ArkPvZ\animation\character\plant\025_sea_shroom\SeaShroom_idle_aquarium.tres", "GDResource", 601, 0, 0, 0, 0, 0, 0, 0, 0, 3, 604
"e:\Projects\ArkPvZ\animation\character\plant\025_sea_shroom\SeaShroom_shooting.tres", "GDResource", 639, 0, 0, 0, 0, 0, 0, 0, 0, 3, 642
"e:\Projects\ArkPvZ\animation\character\plant\025_sea_shroom\SeaShroom_sleep.tres", "GDResource", 601, 0, 0, 0, 0, 0, 0, 0, 0, 3, 604
"e:\Projects\ArkPvZ\animation\character\plant\025_sea_shroom\SeaShroom_waterline.tres", "GDResource", 1105, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1108
"e:\Projects\ArkPvZ\animation\character\plant\026_plantern\Plantern_blink.tres", "GDResource", 1183, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1186
"e:\Projects\ArkPvZ\animation\character\plant\026_plantern\Plantern_face.tres", "GDResource", 1189, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1192
"e:\Projects\ArkPvZ\animation\character\plant\026_plantern\Plantern_idle.tres", "GDResource", 949, 0, 0, 0, 0, 0, 0, 0, 0, 3, 952
"e:\Projects\ArkPvZ\animation\character\plant\027_cactus\Cactus_blink.tres", "GDResource", 1856, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1859
"e:\Projects\ArkPvZ\animation\character\plant\027_cactus\Cactus_face.tres", "GDResource", 1868, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1871
"e:\Projects\ArkPvZ\animation\character\plant\027_cactus\Cactus_idle.tres", "GDResource", 1216, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1219
"e:\Projects\ArkPvZ\animation\character\plant\027_cactus\Cactus_idlehigh.tres", "GDResource", 1218, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1221
"e:\Projects\ArkPvZ\animation\character\plant\027_cactus\Cactus_lower.tres", "GDResource", 1307, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1310
"e:\Projects\ArkPvZ\animation\character\plant\027_cactus\Cactus_rise.tres", "GDResource", 1308, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1311
"e:\Projects\ArkPvZ\animation\character\plant\027_cactus\Cactus_shooting.tres", "GDResource", 1303, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1306
"e:\Projects\ArkPvZ\animation\character\plant\027_cactus\Cactus_shootinghigh.tres", "GDResource", 1305, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1308
"e:\Projects\ArkPvZ\animation\character\plant\028_blover\Blover_blow.tres", "GDResource", 950, 0, 0, 0, 0, 0, 0, 0, 0, 3, 953
"e:\Projects\ArkPvZ\animation\character\plant\028_blover\Blover_idle.tres", "GDResource", 936, 0, 0, 0, 0, 0, 0, 0, 0, 3, 939
"e:\Projects\ArkPvZ\animation\character\plant\028_blover\Blover_loop.tres", "GDResource", 936, 0, 0, 0, 0, 0, 0, 0, 0, 3, 939
"e:\Projects\ArkPvZ\animation\character\plant\029_split_pea\SplitPea_SplitPea_blink.tres", "GDResource", 1854, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1857
"e:\Projects\ArkPvZ\animation\character\plant\029_split_pea\SplitPea_blink.tres", "GDResource", 1854, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1857
"e:\Projects\ArkPvZ\animation\character\plant\029_split_pea\SplitPea_face.tres", "GDResource", 1867, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1870
"e:\Projects\ArkPvZ\animation\character\plant\029_split_pea\SplitPea_head_idle.tres", "GDResource", 272, 0, 0, 0, 0, 0, 0, 0, 0, 3, 275
"e:\Projects\ArkPvZ\animation\character\plant\029_split_pea\SplitPea_idle.tres", "GDResource", 770, 0, 0, 0, 0, 0, 0, 0, 0, 3, 773
"e:\Projects\ArkPvZ\animation\character\plant\029_split_pea\SplitPea_shooting.tres", "GDResource", 359, 0, 0, 0, 0, 0, 0, 0, 0, 3, 362
"e:\Projects\ArkPvZ\animation\character\plant\029_split_pea\SplitPea_splitpea_idle.tres", "GDResource", 357, 0, 0, 0, 0, 0, 0, 0, 0, 3, 360
"e:\Projects\ArkPvZ\animation\character\plant\029_split_pea\SplitPea_splitpea_shooting.tres", "GDResource", 443, 0, 0, 0, 0, 0, 0, 0, 0, 3, 446
"e:\Projects\ArkPvZ\animation\character\plant\030_star_fruit\StarFruit_blink.tres", "GDResource", 763, 0, 0, 0, 0, 0, 0, 0, 0, 3, 766
"e:\Projects\ArkPvZ\animation\character\plant\030_star_fruit\StarFruit_face.tres", "GDResource", 768, 0, 0, 0, 0, 0, 0, 0, 0, 3, 771
"e:\Projects\ArkPvZ\animation\character\plant\030_star_fruit\StarFruit_idle.tres", "GDResource", 719, 0, 0, 0, 0, 0, 0, 0, 0, 3, 722
"e:\Projects\ArkPvZ\animation\character\plant\030_star_fruit\StarFruit_shoot.tres", "GDResource", 782, 0, 0, 0, 0, 0, 0, 0, 0, 3, 785
"e:\Projects\ArkPvZ\animation\character\plant\031_pumpkin\Pumpkin_idle.tres", "GDResource", 259, 0, 0, 0, 0, 0, 0, 0, 0, 3, 262
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_blink.tres", "GDResource", 1687, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1690
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_eyes.tres", "GDResource", 1703, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1706
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_eyes2.tres", "GDResource", 1703, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1706
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_eyes21.tres", "GDResource", 1700, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1703
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_eyes22.tres", "GDResource", 1700, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1703
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_face.tres", "GDResource", 1703, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1706
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_idle.tres", "GDResource", 1192, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1195
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_nonactive_idle.tres", "GDResource", 1190, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1193
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_nonactive_idle2.tres", "GDResource", 1190, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1193
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_shooting.tres", "GDResource", 1196, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1199
"e:\Projects\ArkPvZ\animation\character\plant\032_magnet_shroom\Magnetshroom_sleep.tres", "GDResource", 1191, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1194
"e:\Projects\ArkPvZ\animation\character\plant\033_cabbage_pult\Cabbagepult_idle.tres", "GDResource", 1448, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1451
"e:\Projects\ArkPvZ\animation\character\plant\033_cabbage_pult\Cabbagepult_shooting.tres", "GDResource", 1462, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1465
"e:\Projects\ArkPvZ\animation\character\plant\034_flower_pot\Pot_idle.tres", "GDResource", 694, 0, 0, 0, 0, 0, 0, 0, 0, 3, 697
"e:\Projects\ArkPvZ\animation\character\plant\034_flower_pot\Pot_waterplants.tres", "GDResource", 694, 0, 0, 0, 0, 0, 0, 0, 0, 3, 697
"e:\Projects\ArkPvZ\animation\character\plant\034_flower_pot\Pot_zengarden.tres", "GDResource", 681, 0, 0, 0, 0, 0, 0, 0, 0, 3, 684
"e:\Projects\ArkPvZ\animation\character\plant\035_corn_pult\Cornpult_idle.tres", "GDResource", 1862, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1865
"e:\Projects\ArkPvZ\animation\character\plant\035_corn_pult\Cornpult_shooting.tres", "GDResource", 1879, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1882
